0.00162, 0.00220, 0.00399, 0.00114, 0.00660, 0.00580, 0.00791, 0.00413, 0.00641, 0.00468, 0.00827, 0.01994, 0.01916, 0.01569, 0.01031, 0.02887, 0.05079, 0.13601, 0.07136, 0.12307, 0.25666, 0.06587, 0.06637, 0.06425, 0.02149, 0.03206, 0.04056, 0.09348, 0.42105, 0.61263, 0.98758, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.87372, 0.81873, 1.00000, 1.00000
0.00109, 0.00039, 0.00085, 0.00069, 0.00019, 0.00098, 0.00068, 0.00116, 0.00112, 0.00181, 0.00176, 0.00121, 0.00266, 0.00144, 0.00509, 0.00374, 0.00610, 0.01233, 0.02436, 0.03456, 0.13134, 0.11884, 0.19495, 0.51171, 0.38674, 0.14734, 0.08501, 0.04929, 0.06620, 0.07101, 0.36059, 0.76338, 0.92774, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000
0.00027, 0.00050, 0.00016, 0.00068, 0.00027, 0.00304, 0.00093, 0.00110, 0.00097, 0.00175, 0.00472, 0.00644, 0.01005, 0.00604, 0.01073, 0.00951, 0.02448, 0.00541, 0.00592, 0.00643, 0.02399, 0.04482, 0.04328, 0.06078, 0.25411, 0.51171, 0.50158, 0.54909, 0.23224, 0.12873, 0.06457, 0.10487, 0.26185, 0.83946, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000
0.00027, 0.00063, 0.00053, 0.00080, 0.00210, 0.00129, 0.00250, 0.00135, 0.00145, 0.00101, 0.00295, 0.00277, 0.00321, 0.00701, 0.01616, 0.01869, 0.02237, 0.01357, 0.04642, 0.03597, 0.07654, 0.02816, 0.02788, 0.01385, 0.01742, 0.01739, 0.03508, 0.27804, 0.69977, 0.90213, 0.70469, 0.34301, 0.15107, 0.14370, 0.49411, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000
0.00016, 0.00060, 0.00039, 0.00118, 0.00074, 0.00109, 0.00067, 0.00072, 0.00301, 0.00557, 0.00090, 0.00147, 0.00199, 0.00238, 0.00377, 0.00331, 0.00391, 0.00723, 0.00708, 0.00502, 0.02107, 0.03288, 0.08716, 0.13068, 0.14370, 0.07317, 0.04528, 0.02945, 0.05420, 0.28508, 0.63445, 0.95266, 0.94649, 0.68729, 0.44933, 0.20393, 1.00000, 1.00000, 1.00000, 1.00000
0.00127, 0.00133, 0.00139, 0.00470, 0.00540, 0.01553, 0.01456, 0.02328, 0.02510, 0.02774, 0.07615, 0.05182, 0.03354, 0.08050, 0.02317, 0.04550, 0.03050, 0.05004, 0.01370, 0.01191, 0.03143, 0.01674, 0.01203, 0.02960, 0.06925, 0.22313, 0.37531, 0.31349, 0.17817, 0.04783, 0.05642, 0.19495, 0.75578, 1.00000, 1.00000, 1.00000, 0.86936, 1.00000, 1.00000, 1.00000
0.02014, 0.03839, 0.07677, 0.07654, 0.24783, 0.28794, 0.28650, 0.37531, 0.44709, 0.21546, 0.56270, 0.33960, 0.57695, 0.50409, 0.50158, 0.50662, 0.36422, 0.60050, 0.39455, 0.33121, 0.23693, 0.07101, 0.05105, 0.02387, 0.03782, 0.02075, 0.03206, 0.19061, 0.31822, 0.59452, 0.55129, 0.20701, 0.10127, 0.36604, 0.91851, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000
0.33287, 0.22993, 0.16530, 0.62500, 0.22425, 0.18825, 0.45521, 0.15490, 0.21014, 0.19301, 0.51685, 0.36422, 0.31664, 0.55156, 0.56270, 0.59156, 0.57121, 0.78663, 0.99950, 0.85642, 0.66698, 0.71534, 0.56553, 0.46533, 0.17907, 0.10540, 0.10970, 0.06329, 0.05756, 0.16613, 0.39455, 0.92312, 0.87810, 0.43387, 0.18268, 0.80654, 1.00000, 1.00000, 1.00000, 1.00000
0.03936, 0.01608, 0.02436, 0.02282, 0.01203, 0.01128, 0.01330, 0.02248, 0.00760, 0.01253, 0.01426, 0.01716, 0.04832, 0.03081, 0.04179, 0.07101, 0.20909, 0.34301, 0.38481, 0.62814, 0.77492, 0.90032, 0.94176, 1.00000, 0.82696, 0.89583, 0.72979, 0.51944, 0.33454, 0.14227, 0.06361, 0.09072, 0.44486, 0.88250, 1.00000, 0.99950, 1.00000, 1.00000, 1.00000, 1.00000
0.00211, 0.00213, 0.00137, 0.00230, 0.00105, 0.00142, 0.00279, 0.00370, 0.00456, 0.00971, 0.00726, 0.00852, 0.00819, 0.00795, 0.00896, 0.01584, 0.00701, 0.01649, 0.02788, 0.03782, 0.16447, 0.30575, 0.64082, 0.71892, 0.99551, 1.00000, 1.00000, 1.00000, 1.00000, 0.91851, 0.69768, 0.44043, 0.18452, 0.13199, 0.62814, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000
0.00413, 0.00530, 0.00383, 0.00870, 0.02625, 0.06329, 0.02678, 0.08586, 0.12003, 0.22764, 0.06081, 0.11192, 0.10280, 0.18825, 0.06489, 0.10177, 0.08673, 0.10593, 0.04200, 0.02774, 0.04076, 0.02411, 0.04573, 0.09537, 0.18637, 0.72979, 0.90937, 0.94176, 1.00000, 1.00000, 0.99800, 1.00000, 0.89137, 0.68729, 0.33960, 0.27804, 0.99950, 1.00000, 1.00000, 1.00000
0.11765, 0.08127, 0.11025, 0.12556, 0.57121, 0.66365, 0.49659, 0.51427, 0.54881, 0.74453, 0.74826, 0.79453, 0.75201, 0.54881, 0.72615, 0.88250, 0.73345, 0.75201, 0.73345, 0.51944, 0.32628, 0.42956, 0.16948, 0.10487, 0.08127, 0.07390, 0.11943, 0.67032, 0.99203, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.96851, 1.00000, 1.00000, 1.00000
0.44933, 0.73345, 0.86071, 0.99950, 0.86936, 0.90032, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.96031, 1.00000, 1.00000, 0.99551, 1.00000, 1.00000, 1.00000, 0.99950, 1.00000, 0.91851, 1.00000, 0.70117, 0.58275, 0.35345, 0.16864, 0.18919, 0.75957, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000
1.00000, 0.99551, 0.92312, 0.99950, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 0.93239, 0.73712, 0.46070, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000
1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000
